From	Entry	Protein names	Gene Names	Function [CC]	Gene Ontology (cellular component)	Interacts with
NDUFA3	S4R3I5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	NDUFA3 hCG_20947	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]; respiratory chain complex I [GO:0045271]	
NDUFA3	S4R3T6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	NDUFA3	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]; respiratory chain complex I [GO:0045271]	
NDUFAF4	Q9P032	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)	NDUFAF4 C6orf66 HRPAP20 HSPC125 My013	FUNCTION: Involved in the assembly of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I) (PubMed:18179882, PubMed:28853723). May be involved in cell proliferation and survival of hormone-dependent tumor cells. May be a regulator of breast tumor cell invasion. {ECO:0000269|PubMed:14871833, ECO:0000269|PubMed:17001319, ECO:0000269|PubMed:18179882, ECO:0000269|PubMed:28853723}.	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]	P28799; Q9BU61; Q9BU61-2; O76024
NDUFB3	O43676	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	NDUFB3	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000269|PubMed:27626371}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]	
NDUFB3	C9JKQ2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	NDUFB3	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]	
NDUFB5	O43674	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000269|PubMed:27626371}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; respiratory chain complex I [GO:0045271]	P57086
NDUFB5	A0A087WYD0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5 hCG_1787208	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]	
NDUFB5	E7EWP0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	
NDUFB5	F8WDD2	NADH:ubiquinone oxidoreductase subunit B5	NDUFB5			
NDUFB5	F8WDZ2	NADH:ubiquinone oxidoreductase subunit B5	NDUFB5			
NDUFB5	H0Y886	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	
NDUFB5	H7C568	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]	
NDUFB5	H7C5C1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]	
NDUFB5	Q05D62	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.	mitochondrial inner membrane [GO:0005743]	
NDUFB9	Q9Y6M9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (CI-B22) (LYR motif-containing protein 3) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9 LYRM3 UQOR22	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000269|PubMed:27626371}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]	P42858; P43364; P43364-2; Q9UQ90
NDUFB9	A0A3B3IT57	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00002920}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	
NDUFB9	A0A7I2V620	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00002920}.	mitochondrial inner membrane [GO:0005743]	
NDUFB9	A0A7I2YQN0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	NDUFB9		mitochondrial inner membrane [GO:0005743]	
NDUFB9	E7EWZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00002920}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	
NDUFB9	E9PF49	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00002920}.	mitochondrial inner membrane [GO:0005743]	
NDUFB9	E9PH64	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	NDUFB9		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	
NDUFS4	O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000269|PubMed:11181577, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:9463323}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]	
NDUFS4	A0A0S2Z433	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4 hCG_39566	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195, ECO:0000256|RuleBase:RU367010}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	
NDUFS4	D6R916	NADH:ubiquinone oxidoreductase subunit S4	NDUFS4			
NDUFS4	D6REP1	NADH:ubiquinone oxidoreductase subunit S4	NDUFS4			
NDUFS4	D6RI09	NADH dehydrogenase Fe-S protein 4 18kDa (NADH-coenzyme Q reductase) isoform 2 (NADH:ubiquinone oxidoreductase subunit S4)	NDUFS4			
NDUFS4	H0Y9M8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4	FUNCTION: Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195, ECO:0000256|RuleBase:RU367010}.	mitochondrial inner membrane [GO:0005743]	
NDUFS7	O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:17275378). Essential for the catalytic activity of complex I (PubMed:17275378). {ECO:0000269|PubMed:17275378}.	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; respiratory chain complex I [GO:0045271]; synaptic membrane [GO:0097060]	Q8WXH2
NDUFS7	F5GXJ1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	NDUFS7	FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor. Essential for the catalytic activity of complex I. {ECO:0000256|ARBA:ARBA00024297}.	mitochondrial inner membrane [GO:0005743]	
NDUFS7	F5H5N1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	NDUFS7	FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor. Essential for the catalytic activity of complex I. {ECO:0000256|ARBA:ARBA00024297}.	mitochondrial inner membrane [GO:0005743]	
NDUFS7	F5H736	NADH:ubiquinone oxidoreductase core subunit S7	NDUFS7			
NDUFS7	K7ENU3	NADH:ubiquinone oxidoreductase core subunit S7	NDUFS7			
NOP10	Q9NPE3	H/ACA ribonucleoprotein complex subunit 3 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein NOP10)	NOP10 NOLA3	FUNCTION: Required for ribosome biogenesis and telomere maintenance. Part of the H/ACA small nucleolar ribonucleoprotein (H/ACA snoRNP) complex, which catalyzes pseudouridylation of rRNA (PubMed:32554502). This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Each rRNA can contain up to 100 pseudouridine ('psi') residues, which may serve to stabilize the conformation of rRNAs. May also be required for correct processing or intranuclear trafficking of TERC, the RNA component of the telomerase reverse transcriptase (TERT) holoenzyme. {ECO:0000269|PubMed:15044956, ECO:0000269|PubMed:32554502}.	box H/ACA scaRNP complex [GO:0072589]; box H/ACA snoRNP complex [GO:0031429]; box H/ACA telomerase RNP complex [GO:0090661]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; telomerase holoenzyme complex [GO:0005697]	Q9NPB3; Q6FHY5; Q9NX24
NOP10	A0A8V8TP28	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	A0A8V8TPD4	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	A0A8V8TPK8	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	A0A8V8TQE5	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	A0A8V8TQE9	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	A0A8V8TQT0	Nucleolar protein 10	NOP10		ribonucleoprotein complex [GO:1990904]	
NOP10	H0YM60	NOP10 ribonucleoprotein	NOP10			
NUDT5	Q9UKK9	ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H)	NUDT5 NUDIX5 HSPC115	FUNCTION: Enzyme that can either act as an ADP-sugar pyrophosphatase in absence of diphosphate or catalyze the synthesis of ATP in presence of diphosphate (PubMed:27257257). In absence of diphosphate, hydrolyzes with similar activities various modified nucleoside diphosphates such as ADP-ribose, ADP-mannose, ADP-glucose, 8-oxo-GDP and 8-oxo-dGDP (PubMed:10567213, PubMed:10722730, PubMed:17052728, PubMed:19699693, PubMed:21389046). Can also hydrolyze other nucleotide sugars with low activity (PubMed:19699693, PubMed:21389046). In presence of diphosphate, mediates the synthesis of ATP in the nucleus by catalyzing the conversion of ADP-ribose to ATP and ribose 5-phosphate. Nuclear ATP synthesis takes place when dephosphorylated at Thr-45 (PubMed:27257257). Nuclear ATP generation is required for extensive chromatin remodeling events that are energy-consuming (PubMed:27257257). Does not play a role in U8 snoRNA decapping activity (By similarity). Binds U8 snoRNA (By similarity). {ECO:0000250|UniProtKB:Q9JKX6, ECO:0000269|PubMed:10567213, ECO:0000269|PubMed:10722730, ECO:0000269|PubMed:17052728, ECO:0000269|PubMed:19699693, ECO:0000269|PubMed:21389046, ECO:0000269|PubMed:27257257}.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	P10606; Q9H8Y8; Q9UKK9; Q06203
